formula,class,Tc,reduced formula
B12Zr1,other,6.06,B12Zr1
B12Zr1,other,6.2,B12Zr1
B1C1Mo2,other,5.3,B1C1Mo2
B1C1Mo2,other,5.4,B1C1Mo2
B1C1Mo2,other,7.1,B1C1Mo2
B1Hf1,other,3.1,B1Hf1
B1I3,other,1.86,B1I3
B1Mo1,other,0.5,B1Mo1
B1Mo1.5Ta0.5,other,1.81,B2Mo3Ta1
B1Mo1.5Ta0.5,other,1.82,B2Mo3Ta1
B1Mo1.75Ta0.25,other,3.05,B4Mo7Ta1
B1Mo1Re1,other,5.09,B1Mo1Re1
B1Mo2,other,4.74,B1Mo2
B1Mo2,other,5.85,B1Mo2
B1Mo2,other,5.86,B1Mo2
B1Nb1,other,8.25,B1Nb1
B1Re2,other,2.8,B1Re2
B1Re2,other,4.6,B1Re2
B1Re3,other,4.7,B1Re3
B1Re3,other,4.8,B1Re3
B1Sr2Ca2Cu3O9,CuO,75,B1Sr2Ca2Cu3O9
B1Sr2Ca3Cu4O11,CuO,110,B1Sr2Ca3Cu4O11
B1Sr2Ca4Cu5O13,CuO,85,B1Sr2Ca4Cu5O13
B1Ta0.5W1.5,other,1.94,B2Ta1W3
B1Ta1,other,4,B1Ta1
B1Ta1.5W0.5,other,0.25,B2Ta3W1
B1Ta2,other,3.12,B1Ta2
B1W1.26Re0.74,other,5.1,B50W63Re37
B1W2,other,3.18,B1W2
B1W2,other,3.22,B1W2
B1Zr1,other,2.8,B1Zr1
B1Zr1,other,3.4,B1Zr1
B2.03Nb1,other,5.26,B20299.9999999999Nb10000
B2.1Nb1,other,5.8,B21Nb10
B2.1Nb1,other,9.1,B21Nb10
B2.26Nb1,other,9.2,B22599.9999999999Nb10000
B2.2Nb1,other,3.6,B11Nb5
B2.2Nb1,other,9.01,B11Nb5
B2.32Nb1,other,9.8,B58Nb25
B2.34Nb1,other,9.16,B117Nb50
B2.4Nb1,other,9.96,B12Nb5
B2.5Mo1,other,7.45,B5Mo2
B2.5Mo1,other,8.1,B5Mo2
B2.5Nb1,other,6.4,B5Nb2
B2.6Nb1,other,10.9,B13Nb5
B2.75Be1,other,0.72,B11Be4
B2.75Be1,other,0.79,B11Be4
B2.8C97.2,other,4,B7C243
B2.8Nb1,other,9.96,B14Nb5
B2Mg1,other,5,B2Mg1
B2Mg1,other,8.13,B2Mg1
B2Mg1,other,13.6,B2Mg1
B2Mg1,other,17.1,B2Mg1
B2Mg1,other,22.8,B2Mg1
B2Nb0.3,other,6.1,B20Nb3
B2Nb0.4,other,6.57,B5Nb1
B2Nb0.5,other,7.56,B4Nb1
B2Nb0.6,other,8.04,B10Nb3
B2Nb0.7,other,7.96,B20Nb7
B2Nb0.8,other,4.55,B5Nb2
B2Nb0.83,other,9.77,B200Nb83
B2Nb0.84,other,9.1,B50Nb21
B2Nb0.9,other,3.64,B20Nb9
B2Nb1,other,0.62,B2Nb1
B2Nb1,other,2.73,B2Nb1
B2Nb1,other,4.44,B2Nb1
B2Nb1,other,5.53,B2Nb1
B2Nb1,other,6.13,B2Nb1
B2Nb1,other,7.83,B2Nb1
B2Nb1,other,9.5,B2Nb1
B2Os1,other,2.1,B2Os1
B2Os1,other,2.12,B2Os1
B2Os1,other,2.17,B2Os1
B2Re1,other,6.3,B2Re1
B2Ru1,other,1.6,B2Ru1
B2Ta1,other,9.5,B2Ta1
B2Zr1,other,5.5,B2Zr1
B3Be1.09,other,0.72,B300Be109
B3Mo6S8Sn1,other,15,B3Mo6S8Sn1
B3Nb1,other,9.96,B3Nb1
B3Re7,other,3.08,B3Re7
B3Re7,other,3.3,B3Re7
B3Ru7,other,2.58,B3Ru7
B3Ru7,other,3.38,B3Ru7
B5Hf0.2Mo1.8,other,8.4,B25Hf1Mo9
B5Hf0.2Nb1.8,other,3.6,B25Hf1Nb9
B5Mo0.2Nb1.8,other,4.3,B25Mo1Nb9
B5Mo1.69Zr0.31,other,11.2,B500Mo169Zr31
B5Mo1.7Nb0.3,other,8.3,B50Mo17Nb3
B5Mo1.7Ta0.3,other,7,B50Mo17Ta3
B5Mo1.7Ti0.3,other,7.1,B50Mo17Ti3
B5Mo1.7V0.3,other,5.5,B50Mo17V3
B5Mo1.8Sc0.2,other,8.8,B25Mo9Sc1
B5Mo1.9Y0.1,other,8,B50Mo19Y1
B5Mo1.9Zr0.1,other,8.9,B50Mo19Zr1
B5Nb1.8Ru0.2,other,6,B25Nb9Ru1
B5Nb1.8V0.2,other,2.5,B25Nb9V1
B5Nb1.8Zr0.2,other,5.9,B25Nb9Zr1
B5Nb1.9Sc0.1,other,6.6,B50Nb19Sc1
B5Nb1.9Ti0.1,other,4,B50Nb19Ti1
B5Nb1.9Y0.1,other,9.3,B50Nb19Y1
B6La1,other,0.45,B6La1
B6La1,other,5.7,B6La1
B6Nd1,other,3,B6Nd1
B6Y1,other,5.9,B6Y1
B6Y1,other,6,B6Y1
B6Y1,other,6.5,B6Y1
B6Y1,other,6.8,B6Y1
B6Y1,other,7.15,B6Y1
B6Y1,other,7.5,B6Y1
B6Y1,other,7.5,B6Y1
B6Y1,other,5.9,B6Y1
B6Y6,other,7.5,B1Y1
Ba0.13O3W1,other,1.9,Ba13O300W100
Ba0.13W1P3,other,1.9,Ba13W100P300
Ba0.14O3W1,other,1.25,Ba7.0000000000000O150W50
Ba0.14O3W1,other,2.2,Ba7.0000000000000O150W50
Ba0.15La1.85Cu1O4,CuO,22,Ba3La37Cu20O80
Ba0.15La1.85Cu1O4,CuO,30,Ba3La37Cu20O80
Ba0.15La1.85Cu1O4,CuO,28,Ba3La37Cu20O80
Ba0.19K0.81Bi1O3,other,8.4,Ba19K81.000000000000Bi100O300
Ba0.1Fe0.9Se0.85,Fe-si,10.6,Ba2Fe18Se17
Ba0.1La1.9Ag0.05Cu0.95O4,CuO,27,Ba2La38Ag1Cu19O80
Ba0.1La1.9Ag0.1Cu0.9O4,CuO,26,Ba1La19Ag1Cu9O40
Ba0.1La1.9Ag0.1Cu0.9O4,CuO,27,Ba1La19Ag1Cu9O40
Ba0.1La1.9Ag0.25Cu0.75O4,CuO,26,Ba2La38Ag5Cu15O80
Ba0.1La1.9Ag0.5Cu0.5O4,CuO,27,Ba1La19Ag5Cu5O40
Ba0.1La1.9Cu1O4,CuO,19,Ba1La19Cu10O40
Ba0.1Pb3Sr0.9,other,1.75,Ba1Pb30Sr9
Ba0.1Sr0.9Ti1O3,other,0.1,Ba1Sr9Ti10O30
Ba0.25Nb1O2,other,18.05,Ba1Nb4O8
Ba0.2La1.8Cu1O4,CuO,29,Ba1La9Cu5O20
Ba0.2Mo1S2,other,5.7,Ba1Mo5S10
Ba0.33Hf1N1Cl1,other,20.2,Ba33Hf100N100Cl100
Ba0.33K0.67Bi1O3,other,0.77,Ba33K67Bi100O300
Ba0.34K0.66Bi1O3,other,7,Ba17.0000000000000K33Bi50O150
Ba0.35K0.65Bi1O3,other,1.88,Ba7K13Bi20O60
Ba0.37K0.63Bi1O2.952,other,8.71,Ba185K315Bi500O1476
Ba0.3La1.7Cu1O4,CuO,23,Ba3La17Cu10O40
Ba0.3La1.7Hg0.15Cu0.85O4,CuO,28,Ba6La34Hg3Cu17O80
Ba0.3La1.7Hg0.3Cu0.7O4,CuO,26,Ba3La17Hg3Cu7O40
Ba0.445K0.555Bi1O3,other,14,Ba89K111.000000000000Bi200O600
Ba0.445K0.555Bi1O3,other,17,Ba89K111.000000000000Bi200O600
Ba0.45K0.55Bi1O2.83,other,18.95,Ba45K55Bi100O283
Ba0.45K0.55Bi1O3,other,12.7,Ba9K11Bi20O60
Ba0.46K0.56Bi1O2.965,other,14.8,Ba92K112.000000000000Bi200O593
Ba0.47K0.53Bi0.965Pr0.035O3,other,2.97,Ba94K106Bi193Pr7.0000000000000O600
Ba0.47K0.53Bi0.972Pr0.028O3,other,4,Ba235K265Bi486Pr14O1500
Ba0.47K0.53Bi0.979Pr0.021O3,other,4.5,Ba470K530Bi979Pr21O3000
Ba0.47K0.53Bi0.985Pr0.015O3,other,5.2,Ba94K106Bi197Pr3O600
Ba0.47K0.53Bi0.995Pr0.005O3,other,9,Ba94K106Bi199Pr1O600
Ba0.47K0.53Bi0.99Pr0.01O3,other,6.4,Ba47K53Bi99Pr1O300
Ba0.47K0.53Bi1O3,other,11,Ba47K53Bi100O300
Ba0.48K0.52Bi1O2.9,other,21.1,Ba24K26Bi50O145
Ba0.4K0.6Bi1O3,other,7.2,Ba2K3Bi5O15
Ba0.4K0.6O3,other,7,Ba2K3O15
Ba0.51K0.49Bi1O2.974,other,22.2,Ba255K245Bi500O1487.00000000000
Ba0.51K0.49Bi1O3,other,17.2,Ba51K49Bi100O300
Ba0.525K0.475Bi1O2.917,other,25.9,Ba5250K4750Bi10000O29169.9999999999
Ba0.52K0.48Bi1O2.93,other,20.6,Ba52K48Bi100O293
Ba0.52K0.48Bi1O3,other,18.7,Ba13K12Bi25O75
Ba0.542K0.458Bi1O3,other,23.1,Ba271K229Bi500O1500
Ba0.54K0.46Bi1O3,other,18,Ba27K23Bi50O150
Ba0.54K0.46Bi1O3,other,19,Ba27K23Bi50O150
Ba0.54K0.46Bi1O3,other,23,Ba27K23Bi50O150
Ba0.553K0.447Bi1O3,other,25.5,Ba553.00000000000K447Bi1000O3000
Ba0.557K0.443Bi1O3,other,25,Ba557.00000000000K443Bi1000O3000
Ba0.55K0.45Bi1O3,other,20,Ba11K9Bi20O60
Ba0.55K0.45Bi1O3,other,22.5,Ba11K9Bi20O60
Ba0.55K0.45Bi1O3,other,25.6,Ba11K9Bi20O60
Ba0.575K0.425Bi1O3,other,27.3,Ba23K17Bi40O120
Ba0.57K0.43Bi1O2.983,other,25.6,Ba5699.9999999999K4300Bi10000O29830
Ba0.57K0.43Bi1O3,other,21.2,Ba5699.9999999999K4300Bi10000O30000
Ba0.584K0.416Bi1O3,other,28.8,Ba73K52Bi125O375
Ba0.59K0.41Bi1O2.96,other,20.4,Ba59K41Bi100O296
Ba0.5K0.5Bi1O3,other,15.5,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,16.5,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,18.6,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,19.55,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,20,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,23.5,Ba1K1Bi2O6
Ba0.5K0.5Bi1O3,other,24,Ba1K1Bi2O6
Ba0.5La1.5Cu1O4,CuO,23,Ba1La3Cu2O8
Ba0.5Nb1O2,other,19.75,Ba1Nb2O4
Ba0.625K0.375Bi1O3,other,27.5,Ba5K3Bi8O24
Ba0.62K0.38Bi1O3,other,21.5,Ba31K19Bi50O150
Ba0.63K0.37Bi1O3,other,27.7,Ba63K37Bi100O300
Ba0.63K0.37Bi1O3,other,28.3,Ba63K37Bi100O300
Ba0.63K0.37Bi1O3,other,29,Ba63K37Bi100O300
Ba0.63K0.37Bi1O3,other,29.1,Ba63K37Bi100O300
Ba0.644K0.356Bi1O3,other,29,Ba161K89Bi250O750
Ba0.64K0.36Bi1O3,other,28.5,Ba16K9Bi25O75
Ba0.65K0.35Bi1O2.984,other,27.9,Ba325K175Bi500O1492
Ba0.65K0.35Bi1O2.99,other,18.7,Ba65K35Bi100O299.000000000000
Ba0.65K0.35Bi1O3,other,23,Ba13K7Bi20O60
Ba0.65K0.35Bi1O3,other,27,Ba13K7Bi20O60
Ba0.65K0.35Bi1O3,other,29.2,Ba13K7Bi20O60
Ba0.665K0.335Bi1O2.985,other,27.3,Ba133K67Bi200O597
Ba0.66K0.34Bi1O3,other,26.2,Ba33K17.0000000000000Bi50O150
Ba0.67Pt3B2,other,5.6,Ba67Pt300B200
Ba0.6K0.4Bi0.5Pb0.5O3,other,7.2,Ba6K4Bi5Pb5O30
Ba0.6K0.4Bi0.6Pb0.4O3,other,9.2,Ba3K2Bi3Pb2O15
Ba0.6K0.4Bi0.7Pb0.3O3,other,11.3,Ba6K4Bi7Pb3O30
Ba0.6K0.4Bi0.8Pb0.2O3,other,14.7,Ba3K2Bi4Pb1O15
Ba0.6K0.4Bi0.925Pr0.075O3,other,4.5,Ba24K16Bi37Pr3O120
Ba0.6K0.4Bi0.933Pr0.067O3,other,11.1,Ba600K400Bi933Pr67O3000
Ba0.6K0.4Bi0.955Pr0.045O3,other,14.4,Ba120K80Bi191Pr9O600
Ba0.6K0.4Bi0.969Pr0.031O3,other,18.4,Ba600K400Bi969Pr31O3000
Ba0.6K0.4Bi0.979Pr0.021O3,other,23.5,Ba600K400Bi979Pr21O3000
Ba0.6K0.4Bi0.99Pr0.01O3,other,26.4,Ba60K40Bi99Pr1O300
Ba0.6K0.4Bi0.9Pb0.1O3,other,21.5,Ba6K4Bi9Pb1O30
Ba0.6K0.4Bi1O2.926,other,27.6,Ba300K200Bi500O1463
Ba0.6K0.4Bi1O2.977,other,29,Ba600K400Bi1000O2977
Ba0.6K0.4Bi1O3,other,16,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,18,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,25.5,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,26,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,27,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,27.25,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,28,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,28.5,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,28.6,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,28.9,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,29,Ba3K2Bi5O15
Ba0.6K0.4Bi1O3,other,29.1,Ba3K2Bi5O15
Ba0.6Rb0.4Bi1O3,other,29,Ba3Rb2Bi5O15
Ba0.6Rb0.4Ti2Sb2O1,other,5.71,Ba3Rb2Ti10Sb10O5
Ba0.75Na0.25Ti2Sb2O1,other,4.5,Ba3Na1Ti8Sb8O4
Ba0.75Na0.25Ti2Sb2O1,other,5.53,Ba3Na1Ti8Sb8O4
Ba0.76K0.24Bi1O3,other,28,Ba19K6Bi25O75
Ba0.77K0.23Bi1O3,other,28,Ba77K23Bi100O300
Ba0.7K0.3Bi0.7Pb0.3O3,other,14.6,Ba7K3Bi7Pb3O30
Ba0.7Rb0.3Ti2Sb2O1,other,5.93,Ba7Rb3Ti20Sb20O10
Ba0.82K0.18Bi0.53Pb0.47,other,22.8,Ba82K18Bi53Pb47
Ba0.82K0.18Bi0.53Pb0.47,other,22.8,Ba82K18Bi53Pb47
Ba0.83K0.17Bi1O3,other,20,Ba83K17.0000000000000Bi100O300
Ba0.85K0.15Ti2Sb2O1,other,5.86,Ba17K3Ti40Sb40O20
Ba0.85Na0.15Ti2Sb2O1,other,5,Ba17Na3Ti40Sb40O20
Ba0.85Na0.15Ti2Sb2O1,other,5.22,Ba17Na3Ti40Sb40O20
Ba0.88K0.12Ti2Sb2O1,other,6.1,Ba22K3Ti50Sb50O25
Ba0.8K0.2Bi0.3Pb0.7O3,other,7.2,Ba8K2Bi3Pb7O30
Ba0.8K0.2Ti2Sb2O1,other,3,Ba4K1Ti10Sb10O5
Ba0.8Rb0.2Ti2Sb2O1,other,6.19,Ba4Rb1Ti10Sb10O5
Ba0.95K0.05Ti2Sb2O1,other,4.25,Ba19K1Ti40Sb40O20
Ba0.95Na0.05Ti2Sb2O1,other,3.14,Ba19Na1Ti40Sb40O20
Ba0.95Rb0.05Ti2Sb2O1,other,4.25,Ba19Rb1Ti40Sb40O20
Ba0.96K0.04Ti2Sb2O1,other,3.88,Ba24K1Ti50Sb50O25
Ba0.9K0.1Bi0.3Pb0.7O3,other,9.3,Ba9K1Bi3Pb7O30
Ba0.9K0.1Bi0.4Pb0.6O3,other,11.3,Ba9K1Bi4Pb6O30
Ba0.9K0.1Ti2Sb2O1,other,5.13,Ba9K1Ti20Sb20O10
Ba0.9K0.24Bi1O3,other,22,Ba45K12Bi50O150
Ba0.9K0.2Bi1O3,other,20,Ba9K2Bi10O30
Ba0.9Na0.1Ti2Sb2O1,other,4.24,Ba9Na1Ti20Sb20O10
Ba0.9Rb0.1Ti2Sb2O1,other,5.33,Ba9Rb1Ti20Sb20O10
Ba0.9Rb0.2Bi1O3,other,15,Ba9Rb2Bi10O30
Ba1,other,0.5,Ba1
Ba1,other,3,Ba1
Ba1,other,4.5,Ba1
Ba1,other,4.7,Ba1
Ba1,other,4.8,Ba1
Ba1,other,4.9,Ba1
Ba1,other,5.1,Ba1
Ba1.12Sr0.88Cu1.1C0.9O4.9,CuO,35,Ba56.000000000000Sr44Cu55C45O245
Ba1.1Sr0.9Cu1.1C0.9O4.9,CuO,26,Ba11Sr9Cu11C9O49
Ba1.2Sr0.8Yb1Cu3O6,CuO,78.5,Ba6Sr4Yb5Cu15O30
Ba1.2Sr0.8Yb1Cu3O6.61,CuO,36.7,Ba120Sr80Yb100Cu300O661
Ba1.34Eu2Ce0.66Cu3O8.96,CuO,15,Ba67Eu100Ce33Cu150O448.000000000000
Ba1.34Eu2Ce0.66Cu3O9,CuO,62,Ba67Eu100Ce33Cu150O450
Ba1.34Eu2Ce0.66Cu3O9.02,CuO,25,Ba67Eu100Ce33Cu150O451
Ba1.4Sr0.6Yb1Cu3O6,CuO,77.9,Ba7Sr3Yb5Cu15O30
Ba1.4Sr0.6Yb1Cu3O6.66,CuO,43.1,Ba70Sr30Yb50Cu150O333
Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.4,CuO,61,Ba32Sr8Yb13Ca7Cu40O128
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,CuO,50,Ba160Sr40Yb65Ca35Cu300O604
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.15,CuO,49,Ba32Sr8Yb13Ca7Cu60O123
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,CuO,51,Ba160Sr40Yb65Ca35Cu300O628
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,CuO,73,Ba32Sr8Yb13Ca7Cu60O129
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.52,CuO,79,Ba16000Sr4000Yb6500Ca3500Cu30000O65199.999999999
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,CuO,78,Ba160Sr40Yb65Ca35Cu300O653
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,CuO,77,Ba160Sr40Yb65Ca35Cu300O663
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,CuO,47,Ba40Sr10Yb15Ca10Cu75O151
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,CuO,47,Ba80Sr20Yb30Ca20Cu150O307
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,CuO,46,Ba80Sr20Yb30Ca20Cu150O307
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.25,CuO,53,Ba32Sr8Yb12Ca8Cu60O125
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,CuO,75,Ba40Sr10Yb15Ca10Cu75O159
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,CuO,76,Ba160Sr40Yb60Ca40Cu300O661
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,CuO,22,Ba32Sr8Yb15Ca5Cu60O120
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,CuO,25,Ba160Sr40Yb75Ca25Cu300O619.00000000000
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,CuO,23,Ba160Sr40Yb75Ca25Cu300O619.00000000000
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,CuO,34,Ba32Sr8Yb15Ca5Cu60O126
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,CuO,66,Ba160Sr40Yb75Ca25Cu300O651
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,CuO,74,Ba160Sr40Yb75Ca25Cu300O668
Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,CuO,41,Ba16Sr4Yb7Ca3Cu30O60
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,CuO,19,Ba160Sr40Yb85Ca15Cu300O636
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,CuO,61,Ba32Sr8Yb17Ca3Cu60O132
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,CuO,76,Ba160Sr40Yb85Ca15Cu300O683
Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,CuO,13,Ba40Sr10Yb20Ca5Cu75O151
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,CuO,30,Ba160Sr40Yb95Ca5Cu300O656
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,CuO,55,Ba160Sr40Yb95Ca5Cu300O658
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.76,CuO,80,Ba160Sr40Yb95Ca5Cu300O676
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,CuO,80,Ba32Sr8Yb19Ca1Cu60O136
Ba1.6Sr0.4Yb1Cu3O6,CuO,79.5,Ba8Sr2Yb5Cu15O30
Ba1.6Sr0.4Yb1Cu3O6.48,CuO,10,Ba40Sr10Yb25Cu75O162.000000000000
Ba1.6Sr0.4Yb1Cu3O6.53,CuO,34,Ba160Sr40Yb100Cu300O653
Ba1.6Sr0.4Yb1Cu3O6.64,CuO,47,Ba40Sr10Yb25Cu75O166
Ba1.6Sr0.4Yb1Cu3O6.69,CuO,48.9,Ba160Sr40Yb100Cu300O669
Ba1.6Sr0.4Yb1Cu3O6.75,CuO,60,Ba32Sr8Yb20Cu60O135
Ba1.6Sr0.4Yb1Cu3O6.8,CuO,81,Ba8Sr2Yb5Cu15O34
Ba1.6Sr0.4Yb1Cu3O6.96,CuO,82,Ba40Sr10Yb25Cu75O174
Ba1.7K0.3Pb0.95Bi0.05O4,other,11,Ba34K6Pb19Bi1O80
Ba1.7K0.3Pb0.9Bi0.1O4,other,11,Ba17K3Pb9Bi1O40
Ba1.8Sr0.2Yb1Cu3O6,CuO,85.6,Ba9Sr1Yb5Cu15O30
Ba1.8Sr0.2Yb1Cu3O6.61,CuO,56.7,Ba180Sr20Yb100Cu300O661
Ba1.9K0.1Pb0.85Bi0.15O4,other,12.5,Ba38K2Pb17Bi3O80
Ba1Ag0.2Si1.8,other,3.2,Ba5Ag1Si9
Ba1Ag0.2Si1.8,other,3.2,Ba5Ag1Si9
Ba1Ag0.3Si1.7,other,3.2,Ba10Ag3Si17
Ba1Ag0.3Si1.7,other,3.2,Ba10Ag3Si17
Ba1Ag0.4Si1.6,other,2.79,Ba5Ag2Si8
Ba1Ag0.4Si1.6,other,2.79,Ba5Ag2Si8
Ba1Ag0.5Si1.5,other,1.21,Ba2Ag1Si3
Ba1Ag0.5Si1.5,other,1.21,Ba2Ag1Si3
Ba1Al0.95Si1.05,other,2.8,Ba20Al19Si21
Ba1Al1Ge1,other,6.3,Ba1Al1Ge1
Ba1Al1Sn1,other,2.9,Ba1Al1Sn1
Ba1Au0.3Si1.7,other,3.2,Ba10Au3Si17
Ba1Au0.3Si1.7,other,3.2,Ba10Au3Si17
Ba1Bi3,other,5.69,Ba1Bi3
Ba1Bi3,other,5.8,Ba1Bi3
Ba1Cu0.2Si1.8,other,3.02,Ba5Cu1Si9
Ba1Cu0.2Si1.8,other,3.02,Ba5Cu1Si9
Ba1Cu0.3Si1.7,other,3,Ba10Cu3Si17
Ba1Cu0.3Si1.7,other,3,Ba10Cu3Si17
Ba1Cu0.4Si1.6,other,2.11,Ba5Cu2Si8
Ba1Cu0.4Si1.6,other,2.11,Ba5Cu2Si8
Ba1Cu0.5Si1.5,other,2.53,Ba2Cu1Si3
Ba1Cu0.5Si1.5,other,2.53,Ba2Cu1Si3
Ba1Cu0.6Si1.4,other,1.74,Ba5Cu3Si7
Ba1Cu0.6Si1.4,other,1.74,Ba5Cu3Si7
Ba1Ga0.78Si1.22,other,4,Ba50Ga39Si61
Ba1Ga1Ge1,other,2.4,Ba1Ga1Ge1
Ba1Ga1Si1,other,3.9,Ba1Ga1Si1
Ba1Ga1Si1,other,4.2,Ba1Ga1Si1
Ba1Ge2,other,4.93,Ba1Ge2
Ba1Ge3,other,4,Ba1Ge3
Ba1Ge3,other,4,Ba1Ge3
Ba1Hg1,other,2.32,Ba1Hg1
Ba1Ir2P2,other,2.1,Ba1Ir2P2
Ba1K1Bi1O3,other,23.3,Ba1K1Bi1O3
Ba1K1Bi1O4,other,23,Ba1K1Bi1O4
Ba1La1Cu1O4,CuO,11,Ba1La1Cu1O4
Ba1Nb2Se5,other,2.5,Ba1Nb2Se5
Ba1Ni2As1.792P0.208,other,3.24,Ba125Ni250As224P26
Ba1Ni2As1.816P0.184,other,3.27,Ba125Ni250As227P23
Ba1Ni2As1.846P0.154,other,3.28,Ba500Ni1000As923P77
Ba1Ni2As1.902P0.098,other,0.763,Ba500Ni1000As951P49
Ba1Ni2As1.972P0.028,other,0.634,Ba250Ni500As493P7
Ba1Ni2As2,other,0.575,Ba1Ni2As2
Ba1Ni2As2,other,0.68,Ba1Ni2As2
Ba1Ni2As2,other,1.095,Ba1Ni2As2
Ba1Ni2Ge0.2P1.8,other,2.59,Ba5Ni10Ge1P9
Ba1Ni2Ge0.4P1.6,other,2.84,Ba5Ni10Ge2P8
Ba1Ni2Ge0.6P1.4,other,2.45,Ba5Ni10Ge3P7
Ba1Ni2Ge0.8P1.2,other,1.38,Ba5Ni10Ge4P6
Ba1Ni2Ge1P1,other,0.68,Ba1Ni2Ge1P1
Ba1Ni2P2,other,2.51,Ba1Ni2P2
Ba1Ni2P2,other,2.55,Ba1Ni2P2
Ba1Ni2P2,other,3,Ba1Ni2P2
Ba1Pb0.35Hg0.4Bi0.25O3,other,10.7,Ba20Pb7Hg8Bi5O60
Ba1Pb0.45Hg0.3Bi0.25O3,other,4.42,Ba20Pb9Hg6Bi5O60
Ba1Pb0.4Hg0.35Bi0.25O3,other,9.97,Ba20Pb8Hg7Bi5O60
Ba1Pb0.55Hg0.2Bi0.25O3,other,3.83,Ba20Pb11Hg4Bi5O60
Ba1Pb0.5Hg0.25Bi0.25O3,other,2.93,Ba4Pb2Hg1Bi1O12
Ba1Pb0.65Bi0.35O3,other,3.93,Ba20Pb13Bi7O60
Ba1Pb0.65Hg0.1Bi0.25O3,other,10,Ba20Pb13Hg2Bi5O60
Ba1Pb0.75Bi0.253,other,12.5,Ba1000Pb750Bi253
Ba1Pb0.75Bi0.25O3,other,10.5,Ba4Pb3Bi1O12
Ba1Pb0.75Bi0.25O3,other,11,Ba4Pb3Bi1O12
Ba1Pb0.75Bi0.25O3,other,11.6,Ba4Pb3Bi1O12
Ba1Pb0.75Bi0.25O3,other,11.7,Ba4Pb3Bi1O12
Ba1Pb0.75Bi0.25O3,other,12,Ba4Pb3Bi1O12
Ba1Pb0.75Bi0.25O3,other,12.5,Ba4Pb3Bi1O12
Ba1Pb0.75Sb0.25O3,other,2.3,Ba4Pb3Sb1O12
Ba1Pb0.75Sb0.25O3,other,3.5,Ba4Pb3Sb1O12
Ba1Pb0.78Bi0.22O3,other,10.3,Ba50Pb39Bi11O150
Ba1Pb0.7Bi0.3O3,other,11.23,Ba10Pb7Bi3O30
Ba1Pb0.83Bi0.17O3,other,7.6,Ba100Pb83Bi17.0000000000000O300
Ba1Pb0.85Bi0.15O3,other,8.7,Ba20Pb17Bi3O60
Ba1Pb0.85Sb0.15O3,other,1.4,Ba20Pb17Sb3O60
Ba1Pb0.8Bi0.2O3,other,9.5,Ba5Pb4Bi1O15
Ba1Pb0.8Bi0.2O3,other,10.25,Ba5Pb4Bi1O15
